iter	RMSE
649	0.01828018839
650	0.01825463423
651	0.01823717376
652	0.01818886165
653	0.01816664979
654	0.01813379545
655	0.01811186133
656	0.01809891553
657	0.01807136433
658	0.0180585698
659	0.01800972001
660	0.0179821436
661	0.01793567071
662	0.01789904591
663	0.01787214139
664	0.01782499322
665	0.01776317367
666	0.01772733863
667	0.01770656122
668	0.01768051652
669	0.01766018685
670	0.01761555068
671	0.01757082463
672	0.01751162707
673	0.01747690213
674	0.01746049679
675	0.01744429404
676	0.01740095004
677	0.0173849139
678	0.01734233401
679	0.01728584681
680	0.01726992449
681	0.01722026956
682	0.01720448461
683	0.01718889189
684	0.01714011197
685	0.01712465335
686	0.01710938252
687	0.01706146211
688	0.01704632227
689	0.01702285807
690	0.01700787723
691	0.01696072002
692	0.0169374667
693	0.01692258979
694	0.01689962549
695	0.01688490493
696	0.01683841836
697	0.01681566059
698	0.01680104226
699	0.01678502422
700	0.01674589878
701	0.01670747385
702	0.0166697358
703	0.01663267129
704	0.0165830194
705	0.01653994918
706	0.01651710753
707	0.01649457415
708	0.01647986271
709	0.01645760923
710	0.01641511719
711	0.01639309187
712	0.01637845917
713	0.01636400254
714	0.01632217525
715	0.01630032853
716	0.01627877688
717	0.01626439808
718	0.01623474437
719	0.01620440071
720	0.01618906771
721	0.01617481533
722	0.01614594991
723	0.01613074623
724	0.01610244726
725	0.01608739718
726	0.01605948868
727	0.01604459072
728	0.01602834956
729	0.01601050768
730	0.01598368891
731	0.01596302878
732	0.01594719529
733	0.01592678482
734	0.01590664201
735	0.01588676268
736	0.01587214007
737	0.0158465264
738	0.01583080106
739	0.01581648176
740	0.01580093282
741	0.01577585884
742	0.01576183479
743	0.01574645671
744	0.01573258241
745	0.01569277804
746	0.01567906035
747	0.01565493612
748	0.01563980882
749	0.01562637203
750	0.01561141367
751	0.01559811937
752	0.01556919805
753	0.0155543886
754	0.01551267804
755	0.01549815269
756	0.0154850443
757	0.01544735393
758	0.01542948494
759	0.01541651717
760	0.01540370518
761	0.0153893774
762	0.01536153328
763	0.01534736804
764	0.01531069015
765	0.01529291225
766	0.0152708594
767	0.01525821975
768	0.01524573205
769	0.01521874404
770	0.0151969824
771	0.01518297556
772	0.01516529139
773	0.01515299863
774	0.01513912972
775	0.01511272443
776	0.01509901355
777	0.01506338148
778	0.01504178956
779	0.01502418013
780	0.0150028549
781	0.01498542702
782	0.01497327508
783	0.01495219398
784	0.01494017006
785	0.01490427535
786	0.01486883948
787	0.01483385616
788	0.01479931921
789	0.01476522253
790	0.01473156014
791	0.01469832616
792	0.0146655148
793	0.01463312035
794	0.01460113722
795	0.01456955988
796	0.01453838292
797	0.01450760099
798	0.01447720882
799	0.01444720125
800	0.01443209252
801	0.01440243567
802	0.01437315347
803	0.01434424098
804	0.01432922159
805	0.0143006459
806	0.01427243045
807	0.01425752881
808	0.0142296414
809	0.01420210505
810	0.01418732083
811	0.01416010404
812	0.01413322942
813	0.01411856231
814	0.01409199904
815	0.01406576931
816	0.014051219
817	0.01402529268
818	0.01399969153
819	0.01398525771
820	0.01395964318
821	0.01393436739
822	0.01392004048
823	0.0139023344
824	0.01387741091
825	0.01385261986
826	0.01382815649
827	0.01380396781
828	0.01378003425
829	0.01375997468
830	0.0137363604
831	0.0137130965
832	0.01368955431
833	0.0136755931
834	0.01365951015
835	0.0136456936
836	0.0136285637
837	0.01361263312
838	0.01358964249
839	0.01357406156
840	0.01355866414
841	0.01353465473
842	0.01351941386
843	0.01349571256
844	0.01348062668
845	0.01346571846
846	0.01344229662
847	0.01342754004
848	0.01340441784
849	0.01338981141
850	0.01337537703
851	0.01335252687
852	0.01333823944
853	0.01331568083
854	0.01329853971
855	0.0132762578
856	0.01326224111
857	0.01324838958
858	0.0132263696
859	0.01321265956
860	0.01319091988
861	0.01317436019
862	0.01315288685
863	0.01313943762
864	0.01312614695
865	0.01310492598
866	0.01308300536
867	0.01306204286
868	0.0130490281
869	0.01302757587
870	0.01300684851
871	0.01298514637
872	0.01296467287
873	0.01294322733
874	0.01290950804
875	0.01288835628
876	0.01286748188
877	0.01284688108
878	0.0128265502
879	0.01280648562
880	0.01278668374
881	0.01276714104
882	0.01274785404
883	0.01272881933
884	0.01271003354
885	0.01269149333
886	0.01267319542
887	0.01265513661
888	0.01263731369
889	0.01261673078
890	0.01259911353
891	0.01258172615
892	0.01256456559
893	0.0125501952
894	0.0125297816
895	0.01251558985
896	0.01249542341
897	0.0124673079
898	0.01244736356
899	0.01243343697
900	0.01241373425
901	0.01239998077
902	0.01238215653
903	0.01236270134
904	0.01233523586
905	0.01231599498
906	0.01230248192
907	0.01228347404
908	0.01227012881
909	0.01225135121
910	0.01223817161
911	0.01221962158
912	0.01219288358
913	0.01217453825
914	0.01215793598
915	0.01214508161
916	0.01212693559
917	0.01211424097
918	0.01209826152
919	0.01208031143
920	0.01206259909
921	0.01204678073
922	0.01202927942
923	0.01199978458
924	0.01197423807
925	0.01196170969
926	0.01194388306
927	0.01193151282
928	0.01191388588
929	0.01188367364
930	0.01186625087
931	0.01185399568
932	0.01182437408
933	0.01180713596
934	0.01179500988
935	0.01177796389
936	0.0117611186
937	0.01174584952
938	0.01172156834
939	0.01170488741
940	0.01169427501
941	0.01166540828
942	0.01165491151
943	0.01163153072
944	0.01161511297
945	0.01160481261
946	0.01159010375
947	0.01157386688
948	0.01156366897
949	0.01154763281
950	0.01153305799
951	0.01150556588
952	0.01149545433
953	0.01148117528
954	0.01146407529
955	0.01144830192
956	0.01142616533
957	0.01140967751
958	0.01139406307
959	0.0113777772
960	0.01136170866
961	0.01135186366
962	0.0113253031
963	0.01131556322
964	0.01130155613
965	0.01128570307
966	0.01127029306
967	0.01124910568
968	0.01123386937
969	0.01121819793
970	0.0112027358
971	0.01119326154
972	0.01117817829
973	0.01116432913
974	0.01113892325
975	0.01112952954
976	0.01111226266
977	0.01109696244
978	0.01108770337
979	0.0110740794
980	0.01105921096
981	0.01104573625
982	0.01103104521
983	0.01101100973
984	0.01098802212
985	0.0109728422
986	0.01095561862
987	0.01094061611
988	0.0109315337
989	0.01091706082
990	0.01090227555
991	0.01089332188
992	0.01088010054
993	0.01086577095
994	0.0108526941
995	0.0108385353
996	0.01082140529
997	0.01080674065
998	0.01078978659
999	0.01076609824
